"","Short_Name","the_geom","Address","Lat","Long","Grade_Cat","AM_Bell_1415","PM_Bell_1415","AM_Bell_1516","PM_Bell_1415.1","changedBell"
"1","ACE TECH HS","POINT (-87.6258490370775 41.79612150915272)","5410 S State St",41.796122,-87.625849,"HS",NA,NA,NA,NA,0
"2","ADDAMS","POINT (-87.53297604186888 41.698738799501506)","10810 S Avenue H",41.698739,-87.532976,"ES",NA,NA,NA,NA,0
"3","AGASSIZ","POINT (-87.65622866787353 41.93412629732926)","2851 N Seminary Ave",41.934126,-87.656229,"ES","8:00 AM","3:00 PM","7:45 AM","3:00 PM",1
"4","AHS - PASSAGES","POINT (-87.67116041959915 41.983371435594066)","1643 W Bryn Mawr Ave",41.983371,-87.67116,"ES",NA,NA,NA,NA,0
"5","AIR FORCE HS","POINT (-87.63275698281277 41.828145321834505)","3630 S Wells St",41.828145,-87.632757,"HS",NA,NA,NA,NA,0
"6","ALBANY PARK","POINT (-87.7106087883064 41.97150444314325)","4929 N Sawyer Ave",41.971504,-87.710609,"ES",NA,NA,NA,NA,0
"7","ALCOTT ES","POINT (-87.64641313687183 41.9298498518581)","2625 N Orchard St",41.92985,-87.646413,"ES","7:45 AM","2:45 PM","7:30 AM","2:45 PM",1
"8","ALCOTT HS","POINT (-87.68056201292157 41.935794555495015)","2957 N Hoyne Ave",41.935795,-87.680562,"HS",NA,NA,NA,NA,0
"9","ALDRIDGE","POINT (-87.60647384722472 41.65740496963247)","630 E 131st St",41.657405,-87.606474,"ES",NA,NA,NA,NA,0
"10","AMANDLA HS","POINT (-87.63547156927478 41.77080225409796)","6800 S Stewart Ave",41.770802,-87.635472,"HS",NA,NA,NA,NA,0
"11","AMUNDSEN HS","POINT (-87.67948421515057 41.975067256161616)","5110 N Damen Ave",41.975067,-87.679484,"HS","7:45 AM","3:00 PM","7:45 AM","3:00 PM",2
"12","ARIEL","POINT (-87.59750293142264 41.81117346141953)","1119 E 46th St",41.811173,-87.597503,"ES",NA,NA,NA,NA,0
"13","ARMOUR","POINT (-87.6506531559409 41.83385390912795)","950 W 33rd Pl",41.833854,-87.650653,"ES",NA,NA,NA,NA,0
"14","ARMSTRONG G","POINT (-87.68444182723555 42.01014998355085)","2110 W Greenleaf Ave",42.01015,-87.684442,"ES",NA,NA,NA,NA,0
"15","ASHBURN","POINT (-87.70960968186675 41.74235056646534)","8300 S St Louis Ave",41.742351,-87.70961,"ES",NA,NA,NA,NA,0
"16","ASHE","POINT (-87.60117440817388 41.74018379060043)","8505 S Ingleside Ave",41.740184,-87.601174,"ES",NA,NA,NA,NA,0
"17","ASPIRA - BUSINESS & FINANCE HS","POINT (-87.71820414383802 41.93572646632058)","2989 N. Milwaukee Ave",41.935726,-87.718204,"HS",NA,NA,NA,NA,0
"18","ASPIRA - EARLY COLLEGE HS","POINT (-87.72709565821633 41.93729828458827)","3986 W Barry Ave",41.937298,-87.727096,"HS",NA,NA,NA,NA,0
"19","ASPIRA - HAUGAN","POINT (-87.72182466558868 41.96640566728407)","3729 W Leland Ave",41.966406,-87.721825,"ES",NA,NA,NA,NA,0
"20","AUDUBON","POINT (-87.68104105326863 41.94506222420041)","3500 N Hoyne Ave",41.945062,-87.681041,"ES",NA,NA,NA,NA,0
"21","AUSTIN BUS & ENTRP HS","POINT (-87.76189101689764 41.88420467132072)","231 N Pine Ave",41.884205,-87.761891,"HS","8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"22","AUSTIN POLY HS","POINT (-87.76190894992583 41.88512294334246)","231 N Pine Ave",41.885123,-87.761909,"HS","8:00 AM","3:15 PM","9:00 AM","3:15 PM",1
"23","AVALON PARK","POINT (-87.59165381067288 41.74824699361749)","8045 S Kenwood Ave",41.748247,-87.591654,"ES",NA,NA,NA,NA,0
"24","AZUELA","POINT (-87.73992023347819 41.77107907225546)","4707 W Marquette Rd",41.771079,-87.73992,"ES",NA,NA,NA,NA,0
"25","BACK OF THE YARDS HS","POINT (-87.67754136778272 41.808412542810615)","2111 W 47th St",41.808413,-87.677541,"HS","8:00 AM","3:12 PM","7:30 AM","3:12 PM",3
"26","BANNER WEST HS","POINT (-87.75406405283628 41.89567772457178)","819 N Leamington Ave",41.895678,-87.754064,"HS",NA,NA,NA,NA,0
"27","BARNARD","POINT (-87.65807422422662 41.705131010946644)","10354 S Charles St",41.705131,-87.658074,"ES",NA,NA,NA,NA,0
"28","BARRY","POINT (-87.73938835132714 41.93251058271708)","2828 N Kilbourn Ave",41.932511,-87.739388,"ES",NA,NA,NA,NA,0
"29","BARTON","POINT (-87.6709271289381 41.75419384970478)","7650 S Wolcott Ave",41.754194,-87.670927,"ES",NA,NA,NA,NA,0
"30","BASS","POINT (-87.65353241974717 41.77424645010303)","1140 W 66th St",41.774246,-87.653532,"ES",NA,NA,NA,NA,0
"31","BATEMAN","POINT (-87.7021509622272 41.95821983852925)","4220 N Richmond St",41.95822,-87.702151,"ES",NA,NA,NA,NA,0
"32","BEARD","POINT (-87.78963033129355 41.970124881986976)","6445 W Strong St",41.970125,-87.78963,"ES",NA,NA,NA,NA,0
"33","BEASLEY","POINT (-87.62569157868394 41.798464959416506)","5255 S State St",41.798465,-87.625692,"ES",NA,NA,NA,NA,0
"34","BEAUBIEN","POINT (-87.75756503952755 41.972393944348255)","5025 N Laramie Ave",41.972394,-87.757565,"ES",NA,NA,NA,NA,0
"35","BEETHOVEN","POINT (-87.6271368053334 41.80913475709233)","25 W 47th St",41.809135,-87.627137,"ES",NA,NA,NA,NA,0
"36","BEIDLER","POINT (-87.70585481254497 41.885321039653036)","3151 W Walnut St",41.885321,-87.705855,"ES",NA,NA,NA,NA,0
"37","BELDING","POINT (-87.73401972914144 41.95893849334404)","4257 N Tripp Ave",41.958938,-87.73402,"ES",NA,NA,NA,NA,0
"38","BELL","POINT (-87.68601824453435 41.9495297982177)","3730 N Oakley Ave",41.94953,-87.686018,"ES",NA,NA,NA,NA,0
"39","BELMONT-CRAGIN","POINT (-87.75684290347073 41.920150046216754)","5252 W Palmer St",41.92015,-87.756843,"ES",NA,NA,NA,NA,0
"40","BENNETT","POINT (-87.6173904557042 41.71043494882523)","10115 S Prairie Ave",41.710435,-87.61739,"ES",NA,NA,NA,NA,0
"41","BLACK","POINT (-87.57664295133351 41.72969236094013)","9101 S Euclid Ave",41.729692,-87.576643,"ES",NA,NA,NA,NA,0
"42","BLAINE","POINT (-87.66496784431662 41.95078051791929)","1420 W Grace St",41.950781,-87.664968,"ES",NA,NA,NA,NA,0
"43","BLAIR","POINT (-87.79060442493756 41.77655626936286)","6751 W 63rd Pl",41.776556,-87.790604,"ES",NA,NA,NA,NA,0
"44","BOGAN HS","POINT (-87.72109744581068 41.74937560925903)","3939 W 79th St",41.749376,-87.721097,"HS","8:30 AM","3:45 PM","8:30 AM","3:45 PM",2
"45","BOND","POINT (-87.6530177863627 41.765360565892145)","7050 S May St",41.765361,-87.653018,"ES",NA,NA,NA,NA,0
"46","BOONE","POINT (-87.69746282201558 42.003411606876426)","6710 N Washtenaw Ave",42.003412,-87.697463,"ES",NA,NA,NA,NA,0
"47","BOUCHET","POINT (-87.57607485768892 41.760847480286166)","7355 S Jeffery Blvd",41.760847,-87.576075,"ES",NA,NA,NA,NA,0
"48","BOWEN HS","POINT (-87.55755003399543 41.7346267201362)","2710 E 89th St",41.734627,-87.55755,"HS","8:00 AM","3:15 PM","8:00 AM","3:15 PM",2
"49","BRADWELL","POINT (-87.55714197050366 41.75436513144242)","7736 S Burnham Ave",41.754365,-87.557142,"ES",NA,NA,NA,NA,0
"50","BRENNEMANN","POINT (-87.64974916485644 41.95998415475999)","4251 N Clarendon Ave",41.959984,-87.649749,"ES",NA,NA,NA,NA,0
"51","BRENTANO","POINT (-87.69629419836876 41.93096609572725)","2723 N Fairfield Ave",41.930966,-87.696294,"ES",NA,NA,NA,NA,0
"52","BRIDGE","POINT (-87.7986689200407 41.949114385919835)","3800 N New England Ave",41.949114,-87.798669,"ES",NA,NA,NA,NA,0
"53","BRIGHT","POINT (-87.56208422942571 41.6997262209657)","10740 S Calhoun Ave",41.699726,-87.562084,"ES",NA,NA,NA,NA,0
"54","BRIGHTON PARK","POINT (-87.69207692951242 41.82390000005258)","3825 S Washtenaw Ave",41.8239,-87.692077,"ES",NA,NA,NA,NA,0
"55","BRONZEVILLE HS","POINT (-87.62500446852336 41.805204169976314)","4934 S Wabash Ave",41.805204,-87.625004,"HS","8:00 AM","3:30 PM","7:45 AM","3:30 PM",3
"56","BRONZEVILLE LIGHTHOUSE","POINT (-87.6266218014815 41.819276610409645)","8 W Root St",41.819277,-87.626622,"ES",NA,NA,NA,NA,0
"57","BROOKS HS","POINT (-87.61635260696305 41.69276252803521)","250 E 111th St",41.692763,-87.616353,"HS","8:00 AM","3:30 PM","8:00 AM","3:30 PM",2
"58","BROWN R","POINT (-87.63895772499524 41.6648733494355)","12607 S Union Ave",41.664873,-87.638958,"ES",NA,NA,NA,NA,0
"59","BROWN W","POINT (-87.67068239105942 41.882996783927005)","54 N Hermitage Ave",41.882997,-87.670682,"ES",NA,NA,NA,NA,0
"60","BROWNELL","POINT (-87.62174596862914 41.77162035925952)","6741 S Michigan Ave",41.77162,-87.621746,"ES",NA,NA,NA,NA,0
"61","BRUNSON","POINT (-87.76560565794742 41.89766257127694)","932 N Central Ave",41.897663,-87.765606,"ES",NA,NA,NA,NA,0
"62","BUDLONG","POINT (-87.69655603224551 41.97575432987602)","2701 W Foster Ave",41.975754,-87.696556,"ES",NA,NA,NA,NA,0
"63","BURBANK","POINT (-87.78269957037274 41.917598137128664)","2035 N Mobile Ave",41.917598,-87.7827,"ES",NA,NA,NA,NA,0
"64","BURKE","POINT (-87.6161405241058 41.79675956329529)","5356 S King Dr",41.79676,-87.616141,"ES",NA,NA,NA,NA,0
"65","BURLEY","POINT (-87.66985312360681 41.93793747338803)","1630 W Barry Ave",41.937937,-87.669853,"ES",NA,NA,NA,NA,0
"66","BURNHAM","POINT (-87.56713059141286 41.71440206202355)","9928 S Crandon Ave",41.714402,-87.567131,"ES",NA,NA,NA,NA,0
"67","BURNSIDE","POINT (-87.60743532151997 41.72848063786238)","650 E 91st Pl",41.728481,-87.607435,"ES",NA,NA,NA,NA,0
"68","BURR","POINT (-87.66866060400173 41.912357907608396)","1621 W Wabansia Ave",41.912358,-87.668661,"ES",NA,NA,NA,NA,0
"69","BURROUGHS","POINT (-87.69245662874545 41.82886790679988)","3542 S Washtenaw Ave",41.828868,-87.692457,"ES",NA,NA,NA,NA,0
"70","BYRNE","POINT (-87.79154448272317 41.79503096442445)","5329 S Oak Park Ave",41.795031,-87.791544,"ES",NA,NA,NA,NA,0
"71","CALDWELL","POINT (-87.58072902769884 41.739226354809425)","8546 S Cregier Ave",41.739226,-87.580729,"ES",NA,NA,NA,NA,0
"72","CALMECA","POINT (-87.71165364021692 41.82437732701595)","3456 W 38th St",41.824377,-87.711654,"ES",NA,NA,NA,NA,0
"73","CAMELOT - CHICAGO EXCEL HS","POINT (-87.65372653770633 41.691969313501716)","1257 W 111th St",41.691953,-87.654248,"HS",NA,NA,NA,NA,0
"74","CAMELOT - EXCEL ENGLEWOOD HS","POINT (-87.64912434651714 41.763895973142)","7141 S Morgan St",41.763896,-87.649124,"HS",NA,NA,NA,NA,0
"75","CAMELOT - EXCEL SOUTHWEST HS","POINT (-87.69073009144797 41.765928920283464)","7014 S Washtenaw Ave",41.765929,-87.69073,"HS",NA,NA,NA,NA,0
"76","CAMELOT - EXCEL WOODLAWN HS","POINT (-87.55648708381439 41.75974863887013)","7530 S South Shore Dr",41.759749,-87.556487,"HS",NA,NA,NA,NA,0
"77","CAMELOT SAFE - GARFIELD ES","POINT (-87.73948390563437 41.883605683825145)","230 N. Kolmar Ave",41.883606,-87.739484,"ES",NA,NA,NA,NA,0
"78","CAMELOT SAFE - GARFIELD HS","POINT (-87.73948468858828 41.884503267058406)","230 N. Kolmar Ave",41.884503,-87.739485,"HS",NA,NA,NA,NA,0
"79","CAMELOT SAFE ES","POINT (-87.55051275939341 41.75311714108796)","7877 S Coles Ave",41.753117,-87.550513,"ES",NA,NA,NA,NA,0
"80","CAMELOT SAFE HS","POINT (-87.55180355213128 41.75311490082064)","7877 S Coles Ave",41.753115,-87.551804,"HS",NA,NA,NA,NA,0
"81","CAMERON","POINT (-87.7179266352801 41.90379211755903)","1234 N Monticello Ave",41.903792,-87.717927,"ES",NA,NA,NA,NA,0
"82","CAMRAS","POINT (-87.77012725781505 41.93493062213945)","3000 N Mango Ave",41.934931,-87.770127,"ES",NA,NA,NA,NA,0
"83","CANTY","POINT (-87.82929570056865 41.94800702741078)","3740 N Panama Ave",41.948007,-87.829296,"ES",NA,NA,NA,NA,0
"84","CARDENAS","POINT (-87.7160174071218 41.848487770008255)","2345 S Millard Ave",41.848488,-87.716017,"ES",NA,NA,NA,NA,0
"85","CARNEGIE","POINT (-87.59079500880739 41.783368322962005)","1414 E 61st Pl",41.783368,-87.590795,"ES",NA,NA,NA,NA,0
"86","CARROLL","POINT (-87.69601207553609 41.74251662622091)","2929 W 83rd St",41.742517,-87.696012,"ES",NA,NA,NA,NA,0
"87","CARSON","POINT (-87.68779954330209 41.79327214360274)","5516 S Maplewood Ave",41.793272,-87.6878,"ES",NA,NA,NA,NA,0
"88","CARTER","POINT (-87.62245275222128 41.78982790477037)","5740 S Michigan Ave",41.789828,-87.622453,"ES",NA,NA,NA,NA,0
"89","CARVER G","POINT (-87.59951563229662 41.653702115282826)","901 E 133rd Pl",41.653702,-87.599516,"ES",NA,NA,NA,NA,0
"90","CARVER MILITARY HS","POINT (-87.59062038495499 41.656289951013775)","13100 S Doty Ave",41.65629,-87.59062,"HS",NA,NA,NA,NA,0
"91","CASALS","POINT (-87.71423364692633 41.90450276414419)","3501 W Potomac Ave",41.904503,-87.714234,"ES",NA,NA,NA,NA,0
"92","CASSELL","POINT (-87.70321548851709 41.68734705469558)","11314 S Spaulding Ave",41.687347,-87.703215,"ES",NA,NA,NA,NA,0
"93","CASTELLANOS","POINT (-87.714927013747 41.84544987859062)","2524 S Central Park Ave",41.84545,-87.714927,"ES",NA,NA,NA,NA,0
"94","CATALYST - CIRCLE ROCK","POINT (-87.76532197834973 41.882322220692345)","5608 W Washington Blvd",41.882322,-87.765322,"ES",NA,NA,NA,NA,0
"95","CATALYST - MARIA","POINT (-87.69307532228164 41.77099171830565)","6727 S California Ave",41.770992,-87.693075,"ES",NA,NA,NA,NA,0
"96","CATHER","POINT (-87.69918700860963 41.88294992416009)","2908 W Washington Blvd",41.88295,-87.699187,"ES",NA,NA,NA,NA,0
"97","CHALMERS","POINT (-87.69525936896072 41.86643525173846)","2745 W Roosevelt Rd",41.866435,-87.695259,"ES",NA,NA,NA,NA,0
"98","CHAPPELL","POINT (-87.6832635915828 41.97589430008067)","2135 W Foster Ave",41.975894,-87.683264,"ES",NA,NA,NA,NA,0
"99","CHASE","POINT (-87.69456225114092 41.917992652524866)","2021 N Point St",41.917993,-87.694562,"ES",NA,NA,NA,NA,0
"100","CHAVEZ","POINT (-87.6660369338872 41.807142830477545)","4747 S Marshfield Ave",41.807143,-87.666037,"ES",NA,NA,NA,NA,0
"101","CHICAGO ACADEMY ES","POINT (-87.77818680321612 41.94305591901944)","3400 N Austin Ave",41.943056,-87.778187,"ES",NA,NA,NA,NA,0
"102","CHICAGO ACADEMY HS","POINT (-87.77684656597673 41.94305449030517)","3400 N Austin Ave",41.943054,-87.776847,"HS",NA,NA,NA,NA,0
"103","CHICAGO AGRICULTURE HS","POINT (-87.71776967259495 41.69122074145255)","3857 W 111th St",41.691221,-87.71777,"HS",NA,NA,NA,NA,0
"104","CHICAGO ARTS HS","POINT (-87.6949450113285 41.89937657282699)","2714 W Augusta Blvd",41.899377,-87.694945,"HS",NA,NA,NA,NA,0
"105","CHICAGO COLLEGIATE","POINT (-87.61796787117214 41.67931844206332)","11816 S Indiana Ave",41.679318,-87.617968,"HS",NA,NA,NA,NA,0
"106","CHICAGO MATH & SCIENCE HS","POINT (-87.674818417881 42.01303148922014)","7212 N Clark St",42.013031,-87.674818,"HS",NA,NA,NA,NA,0
"107","CHICAGO MILITARY HS","POINT (-87.6192155427687 41.83055497712014)","3519 S Giles Ave",41.830555,-87.619216,"HS",NA,NA,NA,NA,0
"108","CHICAGO TECH HS","POINT (-87.65909480337876 41.86330140820912)","1301 W 14th St",41.863301,-87.659095,"HS",NA,NA,NA,NA,0
"109","CHICAGO VIRTUAL","POINT (-87.64977248488717 41.88055011166055)","38 S Peoria St",41.88055,-87.649772,"HS",NA,NA,NA,NA,0
"110","CHICAGO VOCATIONAL HS","POINT (-87.57326751564459 41.737173933540554)","2100 E 87th St",41.737174,-87.573268,"HS","8:00 AM","3:15 PM","8:00 AM","3:15 PM",2
"111","CHOPIN","POINT (-87.68893676228166 41.8967126885193)","2450 W Rice St",41.896713,-87.688937,"ES",NA,NA,NA,NA,0
"112","CHRISTOPHER","POINT (-87.68560700279922 41.801658623867255)","5042 S Artesian Ave",41.801659,-87.685607,"ES",NA,NA,NA,NA,0
"113","CHRISTOPHER HOUSE","POINT (-87.75752152826216 41.922181155970016)","5235 W Belden Ave",41.922181,-87.757522,"ES",NA,NA,NA,NA,0
"114","CICS - AVALON/SOUTH SHORE","POINT (-87.5879276410776 41.743179420034345)","1501 E 83rd Pl",41.743179,-87.587928,"ES",NA,NA,NA,NA,0
"115","CICS - BASIL","POINT (-87.6702426574399 41.79404286329775)","1816 W Garfield Blvd",41.794043,-87.670243,"ES",NA,NA,NA,NA,0
"116","CICS - BOND","POINT (-87.6050391022172 41.653663449591534)","13300 S Langley Ave",41.653663,-87.605039,"ES",NA,NA,NA,NA,0
"117","CICS - BUCKTOWN","POINT (-87.68135796458323 41.92241462943599)","2235 N Hamilton Ave",41.922415,-87.681358,"ES",NA,NA,NA,NA,0
"118","CICS - CHICAGOQUEST HS","POINT (-87.6455614992365 41.90779679515704)","1443 N Ogden Ave",41.907797,-87.645561,"HS",NA,NA,NA,NA,0
"119","CICS - ELLISON HS","POINT (-87.66897963928055 41.7483824079856)","1817 W 80th St",41.748382,-87.66898,"HS",NA,NA,NA,NA,0
"120","CICS - HAWKINS HS","POINT (-87.60187328368443 41.6531410568753)","801 E 133rd Pl",41.653141,-87.601873,"HS",NA,NA,NA,NA,0
"121","CICS - IRVING PARK","POINT (-87.71049242869645 41.95089127442423)","3820 N Spaulding Ave",41.950891,-87.710492,"ES",NA,NA,NA,NA,0
"122","CICS - LONGWOOD","POINT (-87.65576813290534 41.72122143249401)","1309 W 95th St",41.721221,-87.655768,"HS",NA,NA,NA,NA,0
"123","CICS - LOOMIS","POINT (-87.6575610581317 41.720246422855304)","9535 S Loomis St",41.720246,-87.657561,"ES",NA,NA,NA,NA,0
"124","CICS - NORTHTOWN HS","POINT (-87.7265042643701 41.99024501112797)","3900 W Peterson Ave",41.990245,-87.726504,"HS",NA,NA,NA,NA,0
"125","CICS - PRAIRIE","POINT (-87.6168883820636 41.68443303827316)","11530 S Prairie Ave",41.684433,-87.616888,"ES",NA,NA,NA,NA,0
"126","CICS - WASHINGTON PARK","POINT (-87.62206845449438 41.78361684616195)","6105 S Michigan Ave",41.783617,-87.622068,"ES",NA,NA,NA,NA,0
"127","CICS - WEST BELDEN","POINT (-87.77674853907737 41.921687494805006)","2245 N McVicker Ave",41.921687,-87.776749,"ES",NA,NA,NA,NA,0
"128","CICS - WRIGHTWOOD","POINT (-87.69261439899655 41.74536545022764)","8130 S California Ave",41.745365,-87.692614,"ES",NA,NA,NA,NA,0
"129","CLAREMONT","POINT (-87.68106119710424 41.77751050740778)","2300 W 64th St",41.777511,-87.681061,"ES",NA,NA,NA,NA,0
"130","CLARK ES","POINT (-87.77041752682254 41.86781256765913)","1045 S Monitor Ave",41.867813,-87.770418,"ES",NA,NA,NA,NA,0
"131","CLARK HS","POINT (-87.75332487193234 41.87288500487779)","5101 W Harrison St",41.872885,-87.753325,"HS","8:00 AM","2:58 PM","8:00 AM","2:58 PM",2
"132","CLAY","POINT (-87.5446135978392 41.654558148152226)","13231 S Burley Ave",41.654558,-87.544614,"ES",NA,NA,NA,NA,0
"133","CLEMENTE HS","POINT (-87.68690614642159 41.902625791356584)","1147 N Western Ave",41.902626,-87.686906,"HS","8:00 AM","3:15 PM","8:00 AM","3:15 PM",2
"134","CLEVELAND","POINT (-87.70644252562083 41.95204212105171)","3121 W Byron St",41.952042,-87.706443,"ES",NA,NA,NA,NA,0
"135","CLINTON","POINT (-87.69835995456619 41.99254135967918)","6110 N Fairfield Ave",41.992541,-87.69836,"ES",NA,NA,NA,NA,0
"136","CLISSOLD","POINT (-87.68089678722623 41.69302600601038)","2350 W 110th Pl",41.693026,-87.680897,"ES",NA,NA,NA,NA,0
"137","COLEMON","POINT (-87.6581108382993 41.67750544639792)","1441 W 119th St",41.677505,-87.658111,"ES",NA,NA,NA,NA,0
"138","COLES","POINT (-87.56596977129497 41.74141280665119)","8441 S Yates Blvd",41.741413,-87.56597,"ES",NA,NA,NA,NA,0
"139","COLLINS HS","POINT (-87.70204158575562 41.86414856713303)","1313 S Sacramento Dr",41.864149,-87.702042,"HS",NA,NA,NA,NA,0
"140","COLUMBIA EXPLORERS","POINT (-87.70419859057051 41.81106860888273)","4520 S Kedzie Ave",41.811069,-87.704199,"ES",NA,NA,NA,NA,0
"141","COLUMBUS","POINT (-87.68193804940178 41.899565775005705)","1003 N Leavitt St",41.899566,-87.681938,"ES",NA,NA,NA,NA,0
"142","COMMUNITY SERVICES WEST HS","POINT (-87.72502202021961 41.86495225895573)","1239 S Pulaski Rd",41.864952,-87.725022,"HS",NA,NA,NA,NA,0
"143","COOK","POINT (-87.65977459028453 41.74523702100367)","8150 S Bishop St",41.745237,-87.659775,"ES",NA,NA,NA,NA,0
"144","COONLEY","POINT (-87.6837653003924 41.955553194279794)","4046 N Leavitt St",41.955553,-87.683765,"ES",NA,NA,NA,NA,0
"145","COOPER","POINT (-87.66722708432971 41.85603119171157)","1624 W 19th St",41.856031,-87.667227,"ES","8:00 AM","3:00 PM","7:45 AM","3:00 PM",1
"146","CORKERY","POINT (-87.73119286519041 41.845602421801)","2510 S Kildare Ave",41.845602,-87.731193,"ES",NA,NA,NA,NA,0
"147","CORLISS HS","POINT (-87.60121587657939 41.70665961635234)","821 E 103rd St",41.70666,-87.601216,"HS",NA,NA,NA,NA,0
"148","COURTENAY","POINT (-87.6638529630281 41.962307771602156)","4420 N Beacon St",41.962308,-87.663853,"ES",NA,NA,NA,NA,0
"149","CRANE MEDICAL HS","POINT (-87.68330134670538 41.87694744336734)","2245 W Jackson Blvd",41.876947,-87.683301,"HS",NA,NA,NA,NA,0
"150","CROWN","POINT (-87.71247015110579 41.85266348732753)","2128 S Saint Louis Ave",41.852663,-87.71247,"ES",NA,NA,NA,NA,0
"151","CUFFE","POINT (-87.653633447573 41.74245162679323)","8324 S Racine Ave",41.742452,-87.653633,"ES",NA,NA,NA,NA,0
"152","CULLEN","POINT (-87.61124445831854 41.70033514112261)","10650 S Eberhart Ave",41.700335,-87.611244,"ES",NA,NA,NA,NA,0
"153","CURIE HS","POINT (-87.72204165487233 41.80306020651821)","4959 S Archer Ave",41.80306,-87.722042,"HS",NA,NA,NA,NA,0
"154","CURTIS","POINT (-87.62165260769711 41.68541839961311)","32 E 115th St",41.685418,-87.621653,"ES",NA,NA,NA,NA,0
"155","DALEY","POINT (-87.67220640191012 41.80234286751301)","5024 S Wolcott Ave",41.802343,-87.672206,"ES",NA,NA,NA,NA,0
"156","DARWIN","POINT (-87.70541291325716 41.92332271704915)","3116 W Belden Ave",41.923323,-87.705413,"ES",NA,NA,NA,NA,0
"157","DAVIS M","POINT (-87.66652988366556 41.77122111100117)","6730 S Paulina St",41.771221,-87.66653,"ES",NA,NA,NA,NA,0
"158","DAVIS N","POINT (-87.7002021605695 41.821851614213344)","3014 W 39th Pl",41.821852,-87.700202,"ES",NA,NA,NA,NA,0
"159","DAWES","POINT (-87.7173534238224 41.745077751391904)","3810 W 81st Pl",41.745078,-87.717353,"ES",NA,NA,NA,NA,0
"160","DE DIEGO","POINT (-87.68575620336632 41.905293853004956)","1313 N Claremont Ave",41.905294,-87.685756,"ES",NA,NA,NA,NA,0
"161","DECATUR","POINT (-87.70461859277748 42.00928855665608)","7030 N Sacramento Ave",42.009289,-87.704619,"ES","8:15 AM","3:15 PM","7:45 AM","3:15 PM",1
"162","DENEEN","POINT (-87.62334458913998 41.76249026378383)","7240 S Wabash Ave",41.76249,-87.623345,"ES",NA,NA,NA,NA,0
"163","DEPRIEST","POINT (-87.76629755491906 41.877978832845706)","139 S Parkside Ave",41.877979,-87.766298,"ES",NA,NA,NA,NA,0
"164","DETT","POINT (-87.680314966892 41.87986982049133)","2131 W Monroe St",41.87987,-87.680315,"ES",NA,NA,NA,NA,0
"165","DEVER","POINT (-87.81313152493892 41.942551669077154)","3436 N Osceola Ave",41.942552,-87.813132,"ES",NA,NA,NA,NA,0
"166","DEVRY HS","POINT (-87.69076139182408 41.941387639378604)","3300 N Campbell Ave",41.941388,-87.690761,"HS",NA,NA,NA,NA,0
"167","DEWEY","POINT (-87.64265157812974 41.795645683032404)","5415 S Union Ave",41.795646,-87.642652,"ES",NA,NA,NA,NA,0
"168","DIRKSEN","POINT (-87.84104144206444 41.973714777017804)","8601 W Foster Ave",41.973715,-87.841041,"ES",NA,NA,NA,NA,0
"169","DISNEY","POINT (-87.64608274383954 41.9568161303528)","4140 N Marine Dr",41.956816,-87.646083,"ES",NA,NA,NA,NA,0
"170","DISNEY II ES","POINT (-87.73067837579401 41.950460504979596)","3815 N Kedvale Ave",41.950461,-87.730678,"ES",NA,NA,NA,NA,0
"171","DISNEY II HS","POINT (-87.72136351148762 41.95248766904792)","3900 N Lawndale Ave",41.952488,-87.721364,"HS",NA,NA,NA,NA,0
